76.7056,0.8754,76.206
77.1594,0.8758,76.659
77.6132,0.8761,77.113
78.067,0.8765,77.567
78.5208,0.8768,78.021
78.9746,0.8772,78.475
79.4284,0.8775,78.928
79.8822,0.8779,79.382
80.336,0.8782,79.836
80.7898,0.8786,80.29
81.2436,0.8789,80.744
81.6973,0.8793,81.197
82.1511,0.8796,81.651
82.6049,0.88,82.105
83.0587,0.8803,82.559
83.5124,0.8807,83.012
83.9662,0.881,83.466
84.42,0.8814,83.92
84.8737,0.8817,84.374
85.3275,0.8821,84.828
85.7812,0.8824,85.281
86.235,0.8828,85.735
86.6887,0.8831,86.189
87.1425,0.8835,86.643
87.5962,0.8838,87.096
88.0499,0.8842,87.55
88.5037,0.8845,88.004
88.9574,0.8849,88.457
89.4112,0.8852,88.911
89.8649,0.8856,89.365
90.3186,0.8859,89.819
90.7723,0.8863,90.272
91.2261,0.8866,90.726
91.6798,0.887,91.18
92.1335,0.8873,91.634
92.5872,0.8877,92.087
93.0409,0.888,92.541
93.4946,0.8884,92.995
93.9483,0.8887,93.448
94.4021,0.8891,93.902
94.8558,0.8894,94.356
95.3095,0.8898,94.81
95.7632,0.8901,95.263
96.2169,0.8905,95.717
96.6706,0.8908,96.171
97.1242,0.8912,96.624
97.5779,0.8915,97.078
98.0316,0.8919,97.532
98.4853,0.8922,97.985
98.939,0.8926,98.439
99.3927,0.8929,98.893
99.8464,0.8933,99.346
100.3,0.8936,99.8
100.7537,0.894,100.254
101.2074,0.8943,100.707
101.6611,0.8947,101.161
102.1147,0.895,101.615
102.5684,0.8954,102.068
103.0221,0.8957,102.522
103.4757,0.8961,102.976
103.9294,0.8964,103.429
104.383,0.8968,103.883
104.8367,0.8971,104.337
105.2904,0.8975,104.79
105.744,0.8978,105.244
106.1977,0.8982,105.698
106.6513,0.8985,106.151
107.1049,0.8989,106.605
107.5586,0.8992,107.059
108.0122,0.8996,107.512
108.4659,0.8999,107.966
108.9195,0.9003,108.42
109.3731,0.9006,108.873
109.8267,0.901,109.327
110.2804,0.9013,109.78
110.734,0.9017,110.234
111.1876,0.902,110.688
111.6412,0.9024,111.141
112.0948,0.9027,111.595
112.5484,0.9031,112.048
113.002,0.9034,112.502
113.4556,0.9038,112.956
113.9092,0.9041,113.409
114.3628,0.9045,113.863
114.8164,0.9048,114.316
115.27,0.9052,114.77
115.7236,0.9055,115.224
116.1772,0.9059,115.677
116.6308,0.9062,116.131
117.0845,0.9066,116.585
117.5381,0.9069,117.038
117.9917,0.9073,117.492
118.4453,0.9076,117.945
118.8989,0.908,118.399
119.3525,0.9083,118.853
119.8061,0.9087,119.306
120.2597,0.909,119.76
120.7133,0.9094,120.213
121.167,0.9097,120.667
121.6206,0.9101,121.121
122.0742,0.9104,121.574
122.5278,0.9108,122.028
122.9815,0.9111,122.482
123.4351,0.9115,122.935
123.8887,0.9118,123.389
124.3423,0.9122,123.842
124.7959,0.9125,124.296
125.2496,0.9129,124.75
125.7032,0.9132,125.203
126.1568,0.9136,125.657
126.6104,0.9139,126.11
127.064,0.9143,126.564
127.5176,0.9146,127.018
127.9712,0.915,127.471
128.4248,0.9153,127.925
128.8784,0.9157,128.378
129.332,0.916,128.832
129.7856,0.9164,129.286
130.2392,0.9167,129.739
130.6927,0.9171,130.193
131.1463,0.9174,130.646
131.5999,0.9178,131.1
132.0534,0.9181,131.553
132.507,0.9185,132.007
132.9605,0.9188,132.461
133.4141,0.9192,132.914
133.8676,0.9195,133.368
134.3212,0.9199,133.821
134.7747,0.9202,134.275
135.2282,0.9206,134.728
135.6817,0.9209,135.182
136.1352,0.9213,135.635
136.5888,0.9216,136.089
137.0423,0.922,136.542
137.4958,0.9223,136.996
137.9493,0.9227,137.449
138.4027,0.923,137.903
138.8562,0.9234,138.356
139.3097,0.9237,138.81
139.7632,0.9241,139.263
140.2167,0.9244,139.717
140.6701,0.9248,140.17
141.1236,0.9251,140.624
141.5771,0.9255,141.077
142.0306,0.9258,141.531
142.484,0.9262,141.984
142.9375,0.9265,142.438
143.391,0.9269,142.891
143.8445,0.9272,143.345
144.298,0.9276,143.798
144.7515,0.9279,144.252
145.205,0.9283,144.705
145.6585,0.9286,145.159
146.112,0.929,145.612
146.5655,0.9293,146.066
147.019,0.9297,146.519
147.4725,0.93,146.973
147.9261,0.9304,147.426
148.3796,0.9307,147.88
148.8331,0.9311,148.333
149.2867,0.9314,148.787
149.7402,0.9318,149.24
150.1938,0.9321,149.694
150.6473,0.9325,150.147
151.1009,0.9328,150.601
151.5544,0.9332,151.054
152.0079,0.9335,151.508
152.4615,0.9339,151.962
152.915,0.9342,152.415
153.3685,0.9346,152.869
153.8221,0.9349,153.322
154.2756,0.9353,153.776
154.7291,0.9356,154.229
155.1826,0.936,154.683
155.636,0.9363,155.136
156.0895,0.9367,155.59
156.543,0.937,156.043
156.9964,0.9374,156.496
157.4499,0.9377,156.95
157.9033,0.9381,157.403
158.3568,0.9384,157.857
158.8102,0.9388,158.31
159.2636,0.9388,158.764
159.7171,0.9388,159.217
160.1705,0.9389,159.671
160.6239,0.9389,160.124
161.0773,0.939,160.577
161.5307,0.9391,161.031
161.9841,0.9392,161.484
162.4375,0.9393,161.938
162.8909,0.9394,162.391
163.3444,0.9395,162.844
163.7978,0.9396,163.298
164.2512,0.9398,163.751
164.7046,0.9399,164.205
165.158,0.9401,164.658
165.6115,0.9402,165.112
166.0649,0.9404,165.565
166.5183,0.9406,166.018
166.9718,0.9408,166.472
167.4252,0.9411,166.925
167.8786,0.9413,167.379
168.3321,0.9415,167.832
168.7855,0.9418,168.286
169.2389,0.942,168.739
169.6924,0.9423,169.192
170.1458,0.9426,169.646
170.5992,0.9429,170.099
171.0527,0.9432,170.553
171.5061,0.9435,171.006
171.9595,0.9439,171.46
172.413,0.9442,171.913
172.8664,0.9446,172.366
173.3198,0.9449,172.82
173.7732,0.9453,173.273
174.2266,0.9457,173.727
174.68,0.9461,174.18
175.1334,0.9465,174.633
175.5868,0.9469,175.087
176.0402,0.9474,175.54
176.4936,0.9478,175.994
176.947,0.9483,176.447
177.4004,0.9487,176.9
177.8538,0.9492,177.354
178.3072,0.9497,177.807
178.7605,0.9502,178.261
179.2139,0.9507,178.714
179.6673,0.9512,179.167
180.1207,0.9518,179.621
180.574,0.9523,180.074
181.0274,0.9529,180.527
181.4808,0.9535,180.981
181.9342,0.9541,181.434
182.3875,0.9547,181.888
182.8409,0.9553,182.341
183.2943,0.9559,182.794
183.7476,0.9565,183.248
184.201,0.9572,183.701
184.6544,0.9578,184.154
185.1077,0.9585,184.608
185.5611,0.9592,185.061
186.0145,0.9599,185.515
186.4678,0.9606,185.968
186.9212,0.9613,186.421
187.3745,0.962,186.875
187.8279,0.9628,187.328
188.2813,0.9635,187.781
188.7346,0.9643,188.235
189.188,0.9651,188.688
189.6413,0.9659,189.141
190.0947,0.9667,189.595
190.548,0.9675,190.048
191.0014,0.9683,190.501
191.4547,0.9692,190.955
191.9081,0.97,191.408
192.3614,0.9709,191.861
192.8148,0.9717,192.315
193.2681,0.9726,192.768
193.7214,0.9735,193.221
194.1748,0.9744,193.675
194.6281,0.9754,194.128
195.0814,0.9763,194.581
195.5347,0.9772,195.035
195.9881,0.9782,195.488
196.4414,0.9792,195.941
196.8947,0.9802,196.395
197.348,0.9812,196.848
197.8013,0.9822,197.301
198.2547,0.9832,197.755
198.708,0.9842,198.208
199.1613,0.9852,198.661
199.6146,0.9863,199.115
200.0679,0.9874,199.568
200.5212,0.9884,200.021
200.9746,0.9895,200.475
201.4279,0.9906,200.928
201.8812,0.9917,201.381
202.3345,0.9929,201.835
202.7878,0.994,202.288
203.2411,0.9951,202.741
203.6944,0.9963,203.194
204.1477,0.9975,203.648
204.601,0.9986,204.101
205.0544,0.9998,204.555
205.5077,1.001,205.008
205.961,1.0023,205.461
206.4143,1.0035,205.914
206.8676,1.0047,206.368
207.3209,1.006,206.821
207.7742,1.0072,207.274
208.2275,1.0085,207.728
208.6808,1.0098,208.181
209.1341,1.0111,208.634
209.5874,1.0124,209.088
210.0407,1.0137,209.541
210.494,1.015,209.994
210.9473,1.0163,210.447
211.4006,1.0177,210.901
211.8539,1.019,211.354
212.3072,1.0204,211.807
212.7605,1.0218,212.261
213.2138,1.0231,212.714
213.6671,1.0245,213.167
214.1204,1.0259,213.621
214.5737,1.0274,214.074
215.027,1.0288,214.527
215.4803,1.0302,214.98
215.9335,1.0317,215.434
216.3868,1.0331,215.887
216.8401,1.0346,216.34
217.2934,1.036,216.794
217.7467,1.0375,217.247
218.2,1.039,217.7
218.6532,1.0405,218.153
219.1065,1.042,218.607
219.5598,1.0435,219.06
220.0131,1.0451,219.513
220.4663,1.0466,219.966
220.9196,1.0481,220.42
221.3729,1.0497,220.873
221.8261,1.0513,221.326
222.2794,1.0528,221.78
222.7327,1.0544,222.233
223.1859,1.056,222.686
223.6392,1.0576,223.139
224.0925,1.0592,223.593
224.5458,1.0608,224.046
224.999,1.0624,224.499
225.4523,1.064,224.953
225.9056,1.0657,225.406
226.3589,1.0673,225.859
226.8122,1.0689,226.312
227.2655,1.0706,226.766
227.7187,1.0722,227.219
228.172,1.0739,227.672
228.6254,1.0756,228.126
229.0787,1.0773,228.579
229.532,1.0789,229.032
229.9853,1.0806,229.486
230.4386,1.0823,229.939
230.8919,1.084,230.392
231.3453,1.0857,230.846
231.7986,1.0874,231.299
232.2519,1.0892,231.752
232.7053,1.0909,232.206
233.1586,1.0926,232.659
233.6119,1.0944,233.112
234.0653,1.0961,233.566
234.5186,1.0978,234.019
234.9719,1.0996,234.472
235.4252,1.1013,234.925
235.8786,1.1031,235.379
236.3319,1.1048,235.832
236.7852,1.1066,236.285
237.2386,1.1084,236.739
237.6919,1.1101,237.192
238.1452,1.1119,237.645
238.5985,1.1137,238.099
239.0518,1.1155,238.552
239.5052,1.1173,239.006
239.9585,1.119,239.459
240.4118,1.1208,239.912
240.8651,1.1226,240.365
241.3184,1.1244,240.819
241.7718,1.1262,241.272
242.2251,1.128,241.725
242.6784,1.1298,242.179
243.1317,1.1316,242.632
243.5851,1.1334,243.085
244.0384,1.1352,243.539
244.4918,1.137,243.992
244.9451,1.1388,244.445
245.3985,1.1406,244.899
245.8519,1.1424,245.352
246.3052,1.1442,245.806
246.7586,1.146,246.259
247.212,1.1478,246.712
247.6654,1.1496,247.166
248.1188,1.1514,247.619
248.5722,1.1532,248.073
249.0256,1.155,248.526
249.479,1.1568,248.979
249.9325,1.1586,249.433
250.3859,1.1604,249.886
250.8393,1.1622,250.34
251.2928,1.164,250.793
251.7462,1.1658,251.247
252.1997,1.1676,251.7
252.6531,1.1693,252.154
253.1066,1.1711,252.607
253.56,1.1729,253.06
254.0135,1.1747,253.514
254.4669,1.1765,253.967
254.9204,1.1782,254.421
255.3738,1.18,254.874
255.8273,1.1818,255.328
256.2807,1.1835,255.781
256.7342,1.1853,256.235
257.1876,1.187,256.688
257.6411,1.1888,257.142
258.0945,1.1905,257.595
258.548,1.1922,258.048
259.0014,1.194,258.502
259.4549,1.1957,258.955
259.9084,1.1974,259.409
260.3619,1.1991,259.862
260.8153,1.2008,260.316
261.2688,1.2025,260.769
261.7223,1.2042,261.223
262.1758,1.2059,261.676
262.6293,1.2075,262.13
263.0828,1.2092,262.583
263.5363,1.2109,263.037
263.9899,1.2125,263.49
264.4434,1.2142,263.944
264.897,1.2158,264.397
265.3505,1.2174,264.851
265.8041,1.219,265.305
266.2577,1.2206,265.758
266.7113,1.2222,266.212
267.1649,1.2238,266.665
267.6185,1.2254,267.119
268.0721,1.227,267.573
268.5258,1.2285,268.026
268.9794,1.2301,268.48
269.4331,1.2316,268.934
269.8867,1.2331,269.387
270.3404,1.2346,269.841
270.7941,1.2361,270.295
271.2478,1.2376,270.748
271.7015,1.2391,271.202
272.1552,1.2406,271.656
272.6089,1.242,272.109
273.0627,1.2435,272.563
273.5164,1.2449,273.017
273.9702,1.2463,273.471
274.4239,1.2477,273.924
274.8777,1.2491,274.378
275.3315,1.2505,274.832
275.7853,1.2518,275.286
276.2391,1.2531,275.74
276.6929,1.2545,276.193
277.1467,1.2558,276.647
277.6005,1.2571,277.101
278.0543,1.2583,277.555
278.5082,1.2596,278.009
278.962,1.2609,278.463
279.4159,1.2621,278.916
279.8698,1.2633,279.37
280.3236,1.2645,279.824
280.7775,1.2657,280.278
281.2314,1.2668,280.732
281.6853,1.268,281.186
282.1392,1.2691,281.64
282.5931,1.2702,282.094
283.0471,1.2713,282.548
283.501,1.2723,283.002
283.9549,1.2734,283.455
284.4089,1.2744,283.909
284.8628,1.2754,284.363
285.3168,1.2764,284.817
285.7708,1.2774,285.271
286.2248,1.2783,285.725
286.6788,1.2792,286.179
287.1328,1.2801,286.633
287.5868,1.281,287.087
288.0408,1.2819,287.541
288.4949,1.2827,287.995
288.9489,1.2835,288.449
289.403,1.2843,288.904
289.8571,1.2851,289.358
290.3111,1.2858,289.812
290.7652,1.2866,290.266
291.2194,1.2873,290.72
291.6735,1.2879,291.174
292.1276,1.2886,291.628
292.5818,1.2892,292.082
293.0359,1.2898,292.536
293.4901,1.2904,292.991
293.9443,1.2909,293.445
294.3985,1.2914,293.899
294.8528,1.2919,294.353
295.307,1.2924,294.808
295.7613,1.2928,295.262
296.2156,1.2933,295.716
296.6698,1.2936,296.17
297.1242,1.294,296.625
297.5785,1.2943,297.079
298.0328,1.2946,297.533
298.4872,1.2949,297.988
298.9416,1.2951,298.442
299.396,1.2954,298.897
299.8504,1.2955,299.351
300.3049,1.2957,299.806
300.7593,1.2958,300.26
301.2138,1.2959,300.714
301.6683,1.296,301.169
302.1229,1.296,301.624
302.5774,1.296,302.078
303.032,1.296,302.533
303.4866,1.2959,302.987
303.9412,1.2958,303.442
304.3958,1.2957,303.896
304.8505,1.2955,304.351
305.3051,1.2953,304.806
305.7598,1.2951,305.26
306.2145,1.2948,305.715
306.6692,1.2945,306.17
307.124,1.2942,306.625
307.5787,1.2938,307.079
308.0335,1.2934,307.534
308.4883,1.293,307.989
308.9431,1.2925,308.444
309.3979,1.292,308.899
309.8528,1.2915,309.353
310.3076,1.2909,309.808
310.7625,1.2903,310.263
311.2174,1.2896,310.718
311.6723,1.2889,311.173
312.1272,1.2882,311.628
312.5822,1.2874,312.083
313.0371,1.2866,312.538
313.4921,1.2857,312.993
313.9471,1.2848,313.448
314.4021,1.2839,313.903
314.8572,1.2829,314.358
315.3122,1.2819,314.813
315.7673,1.2809,315.268
316.2224,1.2798,315.723
316.6776,1.2787,316.178
317.1327,1.2775,316.633
317.5879,1.2763,317.089
318.0431,1.275,317.544
318.4983,1.2737,317.999
318.9535,1.2724,318.454
319.4088,1.271,318.909
319.8641,1.2695,319.365
320.3194,1.2681,319.82
320.7748,1.2665,320.275
321.2301,1.265,320.731
321.6855,1.2634,321.186
322.141,1.2617,321.642
322.5964,1.26,322.097
323.0519,1.2583,322.553
323.5074,1.2565,323.008
323.9629,1.2546,323.464
324.4184,1.2528,323.919
324.874,1.2508,324.375
325.3295,1.2489,324.83
325.7851,1.2468,325.286
326.2408,1.2448,325.741
326.6964,1.2426,326.197
327.1521,1.2405,326.653
327.6078,1.2383,327.108
328.0635,1.236,327.564
328.5192,1.2337,328.02
328.975,1.2313,328.476
329.4308,1.2289,328.932
329.8866,1.2264,329.387
330.3424,1.2239,329.843
330.7982,1.2213,330.299
331.2541,1.2187,330.755
331.71,1.216,331.211
332.1659,1.2133,331.667
332.6219,1.2105,332.123
333.0778,1.2077,332.579
333.5338,1.2048,333.035
333.9898,1.2019,333.491
334.4459,1.1989,333.947
334.902,1.1958,334.403
335.3581,1.1927,334.859
335.8142,1.1896,335.315
336.2704,1.1864,335.771
336.7266,1.1831,336.227
337.1828,1.1798,336.684
337.639,1.1764,337.14
338.0953,1.173,337.596
338.5516,1.1695,338.053
339.008,1.1659,338.509
339.4644,1.1623,338.965
339.9208,1.1586,339.422
340.3772,1.1549,339.878
340.8337,1.1511,340.335
341.2902,1.1473,340.791
341.7467,1.1434,341.248
342.2033,1.1394,341.704
342.6599,1.1354,342.161
343.1165,1.1313,342.618
343.5731,1.1272,343.074
344.0298,1.123,343.531
344.4866,1.1187,343.988
344.9433,1.1144,344.444
345.4001,1.11,344.901
345.8569,1.1055,345.358
346.3138,1.101,345.815
346.7707,1.0964,346.272
347.2276,1.0918,346.729
347.6845,1.0871,347.186
348.1415,1.0823,347.643
348.5985,1.0775,348.1
349.0556,1.0725,348.557
349.5127,1.0676,349.014
349.9698,1.0625,349.471
350.4269,1.0574,349.928
350.8841,1.0523,350.386
351.3413,1.047,350.843
351.7986,1.0417,351.3
352.2558,1.0364,351.757
352.7132,1.0309,352.215
353.1705,1.0254,352.672
353.6279,1.0198,353.13
354.0853,1.0142,353.587
354.5428,1.0084,354.045
355.0002,1.0027,354.502
355.4578,0.9968,354.96
355.9153,0.9909,355.417
356.3729,0.9849,355.875
356.8305,0.9788,356.332
357.2882,0.9726,356.79
357.7459,0.9664,357.248
358.2036,0.9601,357.706
358.6614,0.9537,358.164
359.1192,0.9473,358.621
359.577,0.9407,359.079
360.0349,0.9341,359.537
360.4928,0.9274,359.995
360.9508,0.9207,360.453
361.4088,0.9139,360.911
361.8668,0.9069,361.369
362.3249,0.8999,361.827
362.783,0.8929,362.286
363.2412,0.8857,362.744
363.6994,0.8785,363.202
364.1576,0.8712,363.66
364.6159,0.8638,364.119
365.0742,0.8563,364.577
365.5326,0.8487,365.036
365.991,0.8411,365.494
366.4494,0.8334,365.952
366.9079,0.8255,366.411
367.3665,0.8176,366.87
367.8251,0.8097,367.328
368.2837,0.8016,367.787
368.7424,0.7934,368.246
369.2011,0.7852,368.705
369.6598,0.7768,369.163
370.1187,0.7684,369.622
370.5775,0.7599,370.081
371.0364,0.7513,370.54
371.4954,0.7426,370.999
371.9544,0.7338,371.458
372.4134,0.7249,371.917
372.8725,0.7159,372.377
373.3316,0.7069,372.836
373.7908,0.6977,373.295
374.25,0.6885,373.754
374.7093,0.6791,374.214
375.1687,0.6696,374.673
375.628,0.6601,375.133
376.0875,0.6504,375.592
376.547,0.6407,376.052
377.0065,0.6308,376.511
377.4661,0.6209,376.971
377.9257,0.6108,377.431
378.3854,0.6007,377.891
378.8451,0.5904,378.351
379.3049,0.5801,378.81
379.7648,0.5696,379.27
380.2247,0.559,379.73
380.6846,0.5484,380.191
381.1447,0.5376,380.651
381.6047,0.5267,381.111
382.0649,0.5157,381.571
382.525,0.5046,382.031
382.9853,0.4934,382.492
383.4456,0.4821,382.952
383.9059,0.4706,383.413
384.3664,0.4591,383.873
384.8268,0.4474,384.334
385.2874,0.4357,384.795
385.748,0.4238,385.255
386.2086,0.4118,385.716
386.6694,0.3997,386.177
387.1302,0.3874,386.638
387.591,0.3751,387.099
388.0519,0.3626,387.56
388.5129,0.3501,388.021
388.974,0.3374,388.483
389.4351,0.3246,388.944
389.8963,0.3116,389.405
390.3576,0.2986,389.867
390.8189,0.2854,390.328
391.2803,0.2721,390.79
391.7418,0.2587,391.252
392.2033,0.2452,391.713
392.665,0.2315,392.175
393.1267,0.2177,392.637
393.5884,0.2038,393.099
394.0503,0.1898,393.561
394.5122,0.1756,394.023
394.9742,0.1613,394.485
395.4363,0.1469,394.948
395.8984,0.1324,395.41
396.3606,0.1177,395.872
396.8229,0.1029,396.335
397.2853,0.088,396.798
397.7477,0.073,397.26
398.2102,0.0578,397.723
398.6728,0.0425,398.186
399.1355,0.0271,398.649
399.5982,0.0116,399.112
400.061,-0.0041,399.575
400.5238,-0.0199,400.038
400.9868,-0.0358,400.501
401.4498,-0.0519,400.965
401.9129,-0.068,401.428
402.376,-0.0844,401.891
402.8393,-0.1008,402.355
403.3026,-0.1173,402.818
403.766,-0.134,403.282
404.2294,-0.1508,403.746
404.6929,-0.1678,404.21
405.1565,-0.1848,404.674
405.6202,-0.202,405.138
406.084,-0.2193,405.602
406.5478,-0.2367,406.066
407.0117,-0.2543,406.53
407.4757,-0.2719,406.994
407.9398,-0.2897,407.459
408.4039,-0.3076,407.923
408.8681,-0.3256,408.388
409.3324,-0.3437,408.853
409.7968,-0.3619,409.317
410.2613,-0.3802,409.782
410.7259,-0.3987,410.247
411.1905,-0.4173,410.712
411.6552,-0.4359,411.177
412.12,-0.4547,411.642
412.5849,-0.4736,412.108
413.0499,-0.4926,412.573
413.5149,-0.5116,413.038
413.98,-0.5308,413.504
414.4452,-0.5501,413.969
414.9105,-0.5695,414.435
415.3759,-0.5889,414.901
415.8413,-0.6085,415.367
416.3068,-0.6281,415.833
416.7724,-0.6478,416.299
417.238,-0.6676,416.765
417.7037,-0.6875,417.231
418.1695,-0.7075,417.697
418.6354,-0.7275,418.163
419.1013,-0.7476,418.63
419.5673,-0.7678,419.096
420.0333,-0.7881,419.563
420.4995,-0.8084,420.029
420.9656,-0.8288,420.496
421.4319,-0.8493,420.963
421.8982,-0.8698,421.429
422.3646,-0.8904,421.896
422.831,-0.911,422.363
423.2975,-0.9317,422.83
423.764,-0.9524,423.297
424.2306,-0.9731,423.764
424.6973,-0.994,424.231
425.164,-1.0148,424.698
425.6308,-1.0357,425.166
426.0976,-1.0566,425.633
426.5645,-1.0775,426.1
427.0314,-1.0985,426.568
427.4984,-1.1195,427.035
427.9654,-1.1404,427.503
428.4325,-1.1615,427.97
428.8996,-1.1825,428.438
429.3667,-1.2035,428.905
429.8339,-1.2245,429.373
430.3012,-1.2456,429.841
430.7684,-1.2666,430.308
431.2358,-1.2876,430.776
431.7031,-1.3086,431.244
432.1705,-1.3296,431.712
432.638,-1.3506,432.18
433.1054,-1.3715,432.648
433.573,-1.3924,433.116
434.0405,-1.4133,433.584
434.5081,-1.4341,434.052
434.9757,-1.4549,434.52
435.4433,-1.4756,434.988
435.911,-1.4963,435.456
436.3787,-1.5169,435.924
436.8464,-1.5375,436.392
437.3142,-1.5579,436.861
437.782,-1.5783,437.329
438.2498,-1.5986,437.797
438.7177,-1.6189,438.266
439.1855,-1.639,438.734
439.6534,-1.6591,439.202
440.1213,-1.679,439.67
440.5892,-1.6989,440.139
441.0572,-1.7186,440.607
441.5251,-1.7382,441.075
441.9931,-1.7577,441.544
442.461,-1.777,442.012
442.929,-1.7962,442.481
443.3969,-1.8153,442.949
443.8648,-1.8342,443.417
444.3328,-1.8529,443.885
444.8007,-1.8715,444.354
445.2685,-1.89,444.822
445.7364,-1.9082,445.29
446.2042,-1.9262,445.758
446.672,-1.9441,446.226
447.1398,-1.9618,446.695
447.6075,-1.9792,447.163
448.0752,-1.9965,447.631
448.5428,-2.0135,448.099
449.0104,-2.0304,448.566
449.4779,-2.0469,449.034
449.9454,-2.0633,449.502
450.4128,-2.0794,449.97
450.8801,-2.0952,450.437
451.3474,-2.1108,450.905
451.8146,-2.1261,451.372
452.2818,-2.1411,451.84
452.7488,-2.1559,452.307
453.2159,-2.1703,452.774
453.6828,-2.1844,453.241
454.1496,-2.1982,453.708
454.6164,-2.2117,454.175
455.0831,-2.2248,454.642
455.5497,-2.2376,455.109
456.0162,-2.2501,455.576
456.4826,-2.2622,456.042
456.949,-2.2739,456.509
457.4152,-2.2852,456.975
457.8813,-2.2962,457.441
458.3474,-2.3068,457.908
458.8133,-2.3169,458.374
